"id";"course_id";"item";"completed";"tmp_completed";"value"
"1";"1";"485";"1";"0";"3"
"2";"1";"486";"1";"0";"1"
"3";"1";"488";"1";"0";"8"
"4";"1";"490";"1";"0";"9"
"5";"1";"493";"1";"0";"8"
"6";"1";"501";"1";"0";"9"
"7";"1";"502";"1";"0";"9"
"8";"1";"504";"1";"0";"8"
"9";"1";"506";"1";"0";"9"
"10";"1";"507";"1";"0";"9"
"11";"1";"509";"1";"0";"8"
"12";"1";"511";"1";"0";"7"
"13";"1";"513";"1";"0";"11"
"14";"1";"514";"1";"0";"11"
"15";"1";"515";"1";"0";"8"
"16";"1";"517";"1";"0";"7"
"17";"1";"518";"1";"0";"8"
"18";"1";"519";"1";"0";"10"
"19";"1";"528";"1";"0";"1"
"20";"1";"529";"1";"0";"3"
"21";"1";"530";"1";"0";"1"
"22";"1";"531";"1";"0";"1"
"23";"1";"533";"1";"0";
"24";"1";"485";"2";"0";"1"
"25";"1";"486";"2";"0";"1"
"26";"1";"488";"2";"0";"11"
"27";"1";"490";"2";"0";"10"
"28";"1";"493";"2";"0";"10"
"29";"1";"501";"2";"0";"9"
"30";"1";"502";"2";"0";"9"
"31";"1";"504";"2";"0";"9"
"32";"1";"506";"2";"0";"9"
"33";"1";"507";"2";"0";"9"
"34";"1";"509";"2";"0";"11"
"35";"1";"511";"2";"0";"9"
"36";"1";"513";"2";"0";"8"
"37";"1";"514";"2";"0";"8"
"38";"1";"515";"2";"0";"9"
"39";"1";"517";"2";"0";
"40";"1";"518";"2";"0";"9"
"41";"1";"519";"2";"0";"9"
"42";"1";"528";"2";"0";"1"
"43";"1";"529";"2";"0";"4|5"
"44";"1";"530";"2";"0";"3"
"45";"1";"531";"2";"0";"2"
"46";"1";"533";"2";"0";
"47";"1";"485";"3";"0";"4"
"48";"1";"486";"3";"0";"2"
"49";"1";"488";"3";"0";"9"
"50";"1";"490";"3";"0";"11"
"51";"1";"493";"3";"0";"10"
"52";"1";"501";"3";"0";"11"
"53";"1";"502";"3";"0";"11"
"54";"1";"504";"3";"0";"6"
"55";"1";"506";"3";"0";"8"
"56";"1";"507";"3";"0";"11"
"57";"1";"509";"3";"0";"11"
"58";"1";"511";"3";"0";"6"
"59";"1";"513";"3";"0";"10"
"60";"1";"514";"3";"0";"10"
"61";"1";"515";"3";"0";"10"
"62";"1";"517";"3";"0";"6"
"63";"1";"518";"3";"0";"11"
"64";"1";"519";"3";"0";"11"
"65";"1";"528";"3";"0";"1"
"66";"1";"529";"3";"0";"2"
"67";"1";"530";"3";"0";"4"
"68";"1";"531";"3";"0";"2"
"69";"1";"533";"3";"0";
"70";"1";"485";"4";"0";"2"
"71";"1";"486";"4";"0";"2"
"72";"1";"488";"4";"0";"9"
"73";"1";"490";"4";"0";"8"
"74";"1";"493";"4";"0";"9"
"75";"1";"501";"4";"0";"11"
"76";"1";"502";"4";"0";"8"
"77";"1";"504";"4";"0";"10"
"78";"1";"506";"4";"0";"9"
"79";"1";"507";"4";"0";"10"
"80";"1";"509";"4";"0";"10"
"81";"1";"511";"4";"0";"5"
"82";"1";"513";"4";"0";
"83";"1";"514";"4";"0";"9"
"84";"1";"515";"4";"0";"9"
"85";"1";"517";"4";"0";"8"
"86";"1";"518";"4";"0";"10"
"87";"1";"519";"4";"0";"11"
"88";"1";"528";"4";"0";"1"
"89";"1";"529";"4";"0";"5"
"90";"1";"530";"4";"0";"1"
"91";"1";"531";"4";"0";"1"
"92";"1";"533";"4";"0";
"93";"1";"485";"5";"0";"4"
"94";"1";"486";"5";"0";"2"
"95";"1";"488";"5";"0";"10"
"96";"1";"490";"5";"0";"9"
"97";"1";"493";"5";"0";"9"
"98";"1";"501";"5";"0";"10"
"99";"1";"502";"5";"0";"10"
"100";"1";"504";"5";"0";"11"
"101";"1";"506";"5";"0";"10"
"102";"1";"507";"5";"0";"10"
"103";"1";"509";"5";"0";"9"
"104";"1";"511";"5";"0";
"105";"1";"513";"5";"0";"11"
"106";"1";"514";"5";"0";"11"
"107";"1";"515";"5";"0";"10"
"108";"1";"517";"5";"0";"8"
"109";"1";"518";"5";"0";"10"
"110";"1";"519";"5";"0";"9"
"111";"1";"528";"5";"0";"1"
"112";"1";"529";"5";"0";"3|4"
"113";"1";"530";"5";"0";"4"
"114";"1";"531";"5";"0";"1|2"
"115";"1";"533";"5";"0";
"116";"1";"485";"6";"0";"4"
"117";"1";"486";"6";"0";"2"
"118";"1";"488";"6";"0";"10"
"119";"1";"490";"6";"0";"6"
"120";"1";"493";"6";"0";"4"
"121";"1";"501";"6";"0";"4"
"122";"1";"502";"6";"0";
"123";"1";"504";"6";"0";"11"
"124";"1";"506";"6";"0";"6"
"125";"1";"507";"6";"0";"7"
"126";"1";"509";"6";"0";"5"
"127";"1";"511";"6";"0";
"128";"1";"513";"6";"0";
"129";"1";"514";"6";"0";
"130";"1";"515";"6";"0";"6"
"131";"1";"517";"6";"0";
"132";"1";"518";"6";"0";"8"
"133";"1";"519";"6";"0";"7"
"134";"1";"528";"6";"0";"1"
"135";"1";"529";"6";"0";"4"
"136";"1";"530";"6";"0";"5"
"137";"1";"531";"6";"0";"1"
"138";"1";"533";"6";"0";
"139";"1";"485";"7";"0";"4"
"140";"1";"486";"7";"0";"2"
"141";"1";"488";"7";"0";"7"
"142";"1";"490";"7";"0";"10"
"143";"1";"493";"7";"0";"10"
"144";"1";"501";"7";"0";"8"
"145";"1";"502";"7";"0";"10"
"146";"1";"504";"7";"0";"10"
"147";"1";"506";"7";"0";"9"
"148";"1";"507";"7";"0";"11"
"149";"1";"509";"7";"0";"11"
"150";"1";"511";"7";"0";"4"
"151";"1";"513";"7";"0";"8"
"152";"1";"514";"7";"0";"8"
"153";"1";"515";"7";"0";"10"
"154";"1";"517";"7";"0";"10"
"155";"1";"518";"7";"0";"9"
"156";"1";"519";"7";"0";"11"
"157";"1";"528";"7";"0";"1"
"158";"1";"529";"7";"0";"4"
"159";"1";"530";"7";"0";"1"
"160";"1";"531";"7";"0";"2"
"161";"1";"533";"7";"0";
"162";"1";"485";"8";"0";"4"
"163";"1";"486";"8";"0";"2"
"164";"1";"488";"8";"0";"9"
"165";"1";"490";"8";"0";"10"
"166";"1";"493";"8";"0";"10"
"167";"1";"501";"8";"0";"10"
"168";"1";"502";"8";"0";"10"
"169";"1";"504";"8";"0";"11"
"170";"1";"506";"8";"0";"10"
"171";"1";"507";"8";"0";"10"
"172";"1";"509";"8";"0";"9"
"173";"1";"511";"8";"0";
"174";"1";"513";"8";"0";"11"
"175";"1";"514";"8";"0";"11"
"176";"1";"515";"8";"0";"11"
"177";"1";"517";"8";"0";
"178";"1";"518";"8";"0";"10"
"179";"1";"519";"8";"0";"11"
"180";"1";"528";"8";"0";"1"
"181";"1";"529";"8";"0";"4"
"182";"1";"530";"8";"0";"1"
"183";"1";"531";"8";"0";"2"
"184";"1";"533";"8";"0";
"185";"1";"485";"9";"0";"4"
"186";"1";"486";"9";"0";"2"
"187";"1";"488";"9";"0";"10"
"188";"1";"490";"9";"0";"8"
"189";"1";"493";"9";"0";"7"
"190";"1";"501";"9";"0";"6"
"191";"1";"502";"9";"0";"2"
"192";"1";"504";"9";"0";"9"
"193";"1";"506";"9";"0";"9"
"194";"1";"507";"9";"0";"6"
"195";"1";"509";"9";"0";"8"
"196";"1";"511";"9";"0";"6"
"197";"1";"513";"9";"0";"6"
"198";"1";"514";"9";"0";"6"
"199";"1";"515";"9";"0";"10"
"200";"1";"517";"9";"0";"8"
"201";"1";"518";"9";"0";"8"
"202";"1";"519";"9";"0";"9"
"203";"1";"528";"9";"0";"1"
"204";"1";"529";"9";"0";"4"
"205";"1";"530";"9";"0";"3"
"206";"1";"531";"9";"0";"1"
"207";"1";"533";"9";"0";"Buen entorno pero se debería tratar algunos aspectos como el racismo que tiene algún profesor/a."
"208";"1";"485";"10";"0";"4"
"209";"1";"486";"10";"0";"2"
"210";"1";"488";"10";"0";"11"
"211";"1";"490";"10";"0";"9"
"212";"1";"493";"10";"0";"10"
"213";"1";"501";"10";"0";"6"
"214";"1";"502";"10";"0";"4"
"215";"1";"504";"10";"0";"10"
"216";"1";"506";"10";"0";"6"
"217";"1";"507";"10";"0";"8"
"218";"1";"509";"10";"0";"11"
"219";"1";"511";"10";"0";"9"
"220";"1";"513";"10";"0";"9"
"221";"1";"514";"10";"0";"9"
"222";"1";"515";"10";"0";"9"
"223";"1";"517";"10";"0";"9"
"224";"1";"518";"10";"0";"9"
"225";"1";"519";"10";"0";"9"
"226";"1";"528";"10";"0";"1"
"227";"1";"529";"10";"0";"2|5"
"228";"1";"530";"10";"0";"5"
"229";"1";"531";"10";"0";"5"
"230";"1";"533";"10";"0";
"231";"1";"485";"11";"0";"4"
"232";"1";"486";"11";"0";"2"
"233";"1";"488";"11";"0";"9"
"234";"1";"490";"11";"0";"9"
"235";"1";"493";"11";"0";"9"
"236";"1";"501";"11";"0";"8"
"237";"1";"502";"11";"0";"9"
"238";"1";"504";"11";"0";"11"
"239";"1";"506";"11";"0";"10"
"240";"1";"507";"11";"0";"11"
"241";"1";"509";"11";"0";"11"
"242";"1";"511";"11";"0";"9"
"243";"1";"513";"11";"0";"9"
"244";"1";"514";"11";"0";"10"
"245";"1";"515";"11";"0";"10"
"246";"1";"517";"11";"0";"9"
"247";"1";"518";"11";"0";"10"
"248";"1";"519";"11";"0";"11"
"249";"1";"528";"11";"0";"1"
"250";"1";"529";"11";"0";"2|5"
"251";"1";"530";"11";"0";"4"
"252";"1";"531";"11";"0";"1|3"
"253";"1";"533";"11";"0";"Maria y las chicas de la cafetería un 10"
"254";"1";"485";"12";"0";"4"
"255";"1";"486";"12";"0";"2"
"256";"1";"488";"12";"0";"7"
"257";"1";"490";"12";"0";"8"
"258";"1";"493";"12";"0";"8"
"259";"1";"501";"12";"0";"8"
"260";"1";"502";"12";"0";"8"
"261";"1";"504";"12";"0";"10"
"262";"1";"506";"12";"0";"8"
"263";"1";"507";"12";"0";"8"
"264";"1";"509";"12";"0";"9"
"265";"1";"511";"12";"0";"6"
"266";"1";"513";"12";"0";
"267";"1";"514";"12";"0";"8"
"268";"1";"515";"12";"0";"8"
"269";"1";"517";"12";"0";"9"
"270";"1";"518";"12";"0";"9"
"271";"1";"519";"12";"0";"10"
"272";"1";"528";"12";"0";"1"
"273";"1";"529";"12";"0";"4"
"274";"1";"530";"12";"0";"4"
"275";"1";"531";"12";"0";"1|2"
"276";"1";"533";"12";"0";
"277";"1";"485";"13";"0";"4"
"278";"1";"486";"13";"0";"2"
"279";"1";"488";"13";"0";"11"
"280";"1";"490";"13";"0";"11"
"281";"1";"493";"13";"0";"11"
"282";"1";"501";"13";"0";"9"
"283";"1";"502";"13";"0";"10"
"284";"1";"504";"13";"0";"11"
"285";"1";"506";"13";"0";"9"
"286";"1";"507";"13";"0";"10"
"287";"1";"509";"13";"0";"11"
"288";"1";"511";"13";"0";"11"
"289";"1";"513";"13";"0";"10"
"290";"1";"514";"13";"0";"9"
"291";"1";"515";"13";"0";"11"
"292";"1";"517";"13";"0";"10"
"293";"1";"518";"13";"0";"10"
"294";"1";"519";"13";"0";"11"
"295";"1";"528";"13";"0";"1"
"296";"1";"529";"13";"0";"4"
"297";"1";"530";"13";"0";"4"
"298";"1";"531";"13";"0";"1|2"
"299";"1";"533";"13";"0";"Diría que falta accesibilidad para la gente con movilidad reducida (ej: ascensor)."
"300";"1";"485";"14";"0";"4"
"301";"1";"486";"14";"0";"2"
"302";"1";"488";"14";"0";"11"
"303";"1";"490";"14";"0";"10"
"304";"1";"493";"14";"0";"10"
"305";"1";"501";"14";"0";"9"
"306";"1";"502";"14";"0";"10"
"307";"1";"504";"14";"0";"11"
"308";"1";"506";"14";"0";"10"
"309";"1";"507";"14";"0";"9"
"310";"1";"509";"14";"0";"9"
"311";"1";"511";"14";"0";"8"
"312";"1";"513";"14";"0";"10"
"313";"1";"514";"14";"0";"10"
"314";"1";"515";"14";"0";"10"
"315";"1";"517";"14";"0";"10"
"316";"1";"518";"14";"0";"11"
"317";"1";"519";"14";"0";"11"
"318";"1";"528";"14";"0";"1"
"319";"1";"529";"14";"0";"4"
"320";"1";"530";"14";"0";"5"
"321";"1";"531";"14";"0";
"322";"1";"533";"14";"0";"Las mujeres de la cafetería hacen muy bien su trabajo y estoy muy satisfecha con su atención a los alumnos del centro. "
"323";"1";"485";"15";"0";"4"
"324";"1";"486";"15";"0";"2"
"325";"1";"488";"15";"0";"7"
"326";"1";"490";"15";"0";"5"
"327";"1";"493";"15";"0";"7"
"328";"1";"501";"15";"0";"7"
"329";"1";"502";"15";"0";"7"
"330";"1";"504";"15";"0";"9"
"331";"1";"506";"15";"0";"6"
"332";"1";"507";"15";"0";"8"
"333";"1";"509";"15";"0";"9"
"334";"1";"511";"15";"0";"6"
"335";"1";"513";"15";"0";"10"
"336";"1";"514";"15";"0";"9"
"337";"1";"515";"15";"0";"7"
"338";"1";"517";"15";"0";"6"
"339";"1";"518";"15";"0";"6"
"340";"1";"519";"15";"0";"9"
"341";"1";"528";"15";"0";"1"
"342";"1";"529";"15";"0";"4"
"343";"1";"530";"15";"0";"2"
"344";"1";"531";"15";"0";"1"
"345";"1";"533";"15";"0";
"346";"1";"485";"16";"0";"4"
"347";"1";"486";"16";"0";"2"
"348";"1";"488";"16";"0";"10"
"349";"1";"490";"16";"0";"8"
"350";"1";"493";"16";"0";"8"
"351";"1";"501";"16";"0";"10"
"352";"1";"502";"16";"0";"10"
"353";"1";"504";"16";"0";"11"
"354";"1";"506";"16";"0";"8"
"355";"1";"507";"16";"0";"11"
"356";"1";"509";"16";"0";"11"
"357";"1";"511";"16";"0";"11"
"358";"1";"513";"16";"0";"11"
"359";"1";"514";"16";"0";"11"
"360";"1";"515";"16";"0";"9"
"361";"1";"517";"16";"0";"8"
"362";"1";"518";"16";"0";"8"
"363";"1";"519";"16";"0";"7"
"364";"1";"528";"16";"0";"1"
"365";"1";"529";"16";"0";"3|4"
"366";"1";"530";"16";"0";"5"
"367";"1";"531";"16";"0";"5"
"368";"1";"533";"16";"0";"No cuenta con ascensor, para los discapacitados o para los que padecen lesiones internas o externas como escayola. No cuenta con una fuente de agua en cada piso siendo así accesible para cada sector. "
"369";"1";"485";"17";"0";"1"
"370";"1";"486";"17";"0";"2"
"371";"1";"488";"17";"0";"9"
"372";"1";"490";"17";"0";"11"
"373";"1";"493";"17";"0";"8"
"374";"1";"501";"17";"0";"11"
"375";"1";"502";"17";"0";"11"
"376";"1";"504";"17";"0";"11"
"377";"1";"506";"17";"0";"11"
"378";"1";"507";"17";"0";"11"
"379";"1";"509";"17";"0";"9"
"380";"1";"511";"17";"0";"9"
"381";"1";"513";"17";"0";"11"
"382";"1";"514";"17";"0";"9"
"383";"1";"515";"17";"0";"11"
"384";"1";"517";"17";"0";"6"
"385";"1";"518";"17";"0";"9"
"386";"1";"519";"17";"0";"11"
"387";"1";"528";"17";"0";"1|2"
"388";"1";"529";"17";"0";"2"
"389";"1";"530";"17";"0";"4"
"390";"1";"531";"17";"0";"1|3"
"391";"1";"533";"17";"0";
"392";"1";"485";"18";"0";"1"
"393";"1";"486";"18";"0";"2"
"394";"1";"488";"18";"0";"11"
"395";"1";"490";"18";"0";"10"
"396";"1";"493";"18";"0";"10"
"397";"1";"501";"18";"0";"10"
"398";"1";"502";"18";"0";"11"
"399";"1";"504";"18";"0";"9"
"400";"1";"506";"18";"0";"10"
"401";"1";"507";"18";"0";"11"
"402";"1";"509";"18";"0";"11"
"403";"1";"511";"18";"0";"11"
"404";"1";"513";"18";"0";"10"
"405";"1";"514";"18";"0";"11"
"406";"1";"515";"18";"0";"10"
"407";"1";"517";"18";"0";"9"
"408";"1";"518";"18";"0";"10"
"409";"1";"519";"18";"0";"11"
"410";"1";"528";"18";"0";"1"
"411";"1";"529";"18";"0";"2"
"412";"1";"530";"18";"0";"1"
"413";"1";"531";"18";"0";"2"
"414";"1";"533";"18";"0";"me gustaría que mejoren la manera que algunos profesores enseñan, cambiar o enseñar de otra manera."
"415";"1";"485";"19";"0";"1"
"416";"1";"486";"19";"0";"2"
"417";"1";"488";"19";"0";"9"
"418";"1";"490";"19";"0";"7"
"419";"1";"493";"19";"0";"6"
"420";"1";"501";"19";"0";"8"
"421";"1";"502";"19";"0";"8"
"422";"1";"504";"19";"0";"10"
"423";"1";"506";"19";"0";"7"
"424";"1";"507";"19";"0";"11"
"425";"1";"509";"19";"0";"11"
"426";"1";"511";"19";"0";"11"
"427";"1";"513";"19";"0";"8"
"428";"1";"514";"19";"0";"8"
"429";"1";"515";"19";"0";"9"
"430";"1";"517";"19";"0";"9"
"431";"1";"518";"19";"0";"8"
"432";"1";"519";"19";"0";"9"
"433";"1";"528";"19";"0";"1"
"434";"1";"529";"19";"0";"5"
"435";"1";"530";"19";"0";"5"
"436";"1";"531";"19";"0";"2"
"437";"1";"533";"19";"0";
"438";"1";"485";"20";"0";"1"
"439";"1";"486";"20";"0";"2"
"440";"1";"488";"20";"0";"9"
"441";"1";"490";"20";"0";"8"
"442";"1";"493";"20";"0";"7"
"443";"1";"501";"20";"0";"7"
"444";"1";"502";"20";"0";"8"
"445";"1";"504";"20";"0";"9"
"446";"1";"506";"20";"0";"8"
"447";"1";"507";"20";"0";"9"
"448";"1";"509";"20";"0";"8"
"449";"1";"511";"20";"0";"6"
"450";"1";"513";"20";"0";"6"
"451";"1";"514";"20";"0";"5"
"452";"1";"515";"20";"0";"4"
"453";"1";"517";"20";"0";"5"
"454";"1";"518";"20";"0";"7"
"455";"1";"519";"20";"0";"7"
"456";"1";"528";"20";"0";"1"
"457";"1";"529";"20";"0";"5"
"458";"1";"530";"20";"0";"5"
"459";"1";"531";"20";"0";"2"
"460";"1";"533";"20";"0";
"461";"1";"485";"21";"0";"1"
"462";"1";"486";"21";"0";"2"
"463";"1";"488";"21";"0";"9"
"464";"1";"490";"21";"0";"9"
"465";"1";"493";"21";"0";"9"
"466";"1";"501";"21";"0";"9"
"467";"1";"502";"21";"0";"10"
"468";"1";"504";"21";"0";"10"
"469";"1";"506";"21";"0";"10"
"470";"1";"507";"21";"0";"9"
"471";"1";"509";"21";"0";"9"
"472";"1";"511";"21";"0";"6"
"473";"1";"513";"21";"0";
"474";"1";"514";"21";"0";
"475";"1";"515";"21";"0";"8"
"476";"1";"517";"21";"0";"1"
"477";"1";"518";"21";"0";"9"
"478";"1";"519";"21";"0";"8"
"479";"1";"528";"21";"0";"1"
"480";"1";"529";"21";"0";"5"
"481";"1";"530";"21";"0";"1|4"
"482";"1";"531";"21";"0";"1|2"
"483";"1";"533";"21";"0";
"484";"1";"485";"22";"0";"1"
"485";"1";"486";"22";"0";"2"
"486";"1";"488";"22";"0";"5"
"487";"1";"490";"22";"0";"7"
"488";"1";"493";"22";"0";"5"
"489";"1";"501";"22";"0";"1"
"490";"1";"502";"22";"0";"1"
"491";"1";"504";"22";"0";"8"
"492";"1";"506";"22";"0";"11"
"493";"1";"507";"22";"0";"11"
"494";"1";"509";"22";"0";"5"
"495";"1";"511";"22";"0";"1"
"496";"1";"513";"22";"0";"2"
"497";"1";"514";"22";"0";"3"
"498";"1";"515";"22";"0";"6"
"499";"1";"517";"22";"0";"1"
"500";"1";"518";"22";"0";"8"
"501";"1";"519";"22";"0";"10"
"502";"1";"528";"22";"0";"1"
"503";"1";"529";"22";"0";"4"
"504";"1";"530";"22";"0";"5"
"505";"1";"531";"22";"0";"2"
"506";"1";"533";"22";"0";
"507";"1";"485";"23";"0";"1"
"508";"1";"486";"23";"0";"2"
"509";"1";"488";"23";"0";"3"
"510";"1";"490";"23";"0";"3"
"511";"1";"493";"23";"0";"7"
"512";"1";"501";"23";"0";"7"
"513";"1";"502";"23";"0";"7"
"514";"1";"504";"23";"0";"9"
"515";"1";"506";"23";"0";"7"
"516";"1";"507";"23";"0";"6"
"517";"1";"509";"23";"0";"6"
"518";"1";"511";"23";"0";"6"
"519";"1";"513";"23";"0";"7"
"520";"1";"514";"23";"0";"7"
"521";"1";"515";"23";"0";"6"
"522";"1";"517";"23";"0";"6"
"523";"1";"518";"23";"0";"8"
"524";"1";"519";"23";"0";"6"
"525";"1";"528";"23";"0";"1"
"526";"1";"529";"23";"0";"5"
"527";"1";"530";"23";"0";"5"
"528";"1";"531";"23";"0";"1"
"529";"1";"533";"23";"0";
"530";"1";"485";"24";"0";"4"
"531";"1";"486";"24";"0";"2"
"532";"1";"488";"24";"0";"7"
"533";"1";"490";"24";"0";
"534";"1";"493";"24";"0";"6"
"535";"1";"501";"24";"0";"7"
"536";"1";"502";"24";"0";"7"
"537";"1";"504";"24";"0";"10"
"538";"1";"506";"24";"0";"8"
"539";"1";"507";"24";"0";"8"
"540";"1";"509";"24";"0";"7"
"541";"1";"511";"24";"0";
"542";"1";"513";"24";"0";
"543";"1";"514";"24";"0";
"544";"1";"515";"24";"0";"8"
"545";"1";"517";"24";"0";"5"
"546";"1";"518";"24";"0";"9"
"547";"1";"519";"24";"0";"9"
"548";"1";"528";"24";"0";"1"
"549";"1";"529";"24";"0";"4"
"550";"1";"530";"24";"0";"5"
"551";"1";"531";"24";"0";"5"
"552";"1";"533";"24";"0";
"553";"1";"485";"25";"0";"1"
"554";"1";"486";"25";"0";"2"
"555";"1";"488";"25";"0";"10"
"556";"1";"490";"25";"0";"10"
"557";"1";"493";"25";"0";"10"
"558";"1";"501";"25";"0";"6"
"559";"1";"502";"25";"0";"7"
"560";"1";"504";"25";"0";"10"
"561";"1";"506";"25";"0";"9"
"562";"1";"507";"25";"0";"9"
"563";"1";"509";"25";"0";"9"
"564";"1";"511";"25";"0";"8"
"565";"1";"513";"25";"0";"8"
"566";"1";"514";"25";"0";"8"
"567";"1";"515";"25";"0";"10"
"568";"1";"517";"25";"0";"7"
"569";"1";"518";"25";"0";"9"
"570";"1";"519";"25";"0";"10"
"571";"1";"528";"25";"0";"1"
"572";"1";"529";"25";"0";"5"
"573";"1";"530";"25";"0";"1"
"574";"1";"531";"25";"0";"2"
"575";"1";"533";"25";"0";
"576";"1";"485";"26";"0";"1"
"577";"1";"486";"26";"0";"2"
"578";"1";"488";"26";"0";"8"
"579";"1";"490";"26";"0";"8"
"580";"1";"493";"26";"0";"11"
"581";"1";"501";"26";"0";"6"
"582";"1";"502";"26";"0";"9"
"583";"1";"504";"26";"0";"9"
"584";"1";"506";"26";"0";"8"
"585";"1";"507";"26";"0";"11"
"586";"1";"509";"26";"0";"10"
"587";"1";"511";"26";"0";"9"
"588";"1";"513";"26";"0";"8"
"589";"1";"514";"26";"0";"6"
"590";"1";"515";"26";"0";"8"
"591";"1";"517";"26";"0";"6"
"592";"1";"518";"26";"0";"6"
"593";"1";"519";"26";"0";"5"
"594";"1";"528";"26";"0";"1"
"595";"1";"529";"26";"0";"4"
"596";"1";"530";"26";"0";"1"
"597";"1";"531";"26";"0";"1|2"
"598";"1";"533";"26";"0";
"599";"1";"485";"27";"0";"1"
"600";"1";"486";"27";"0";"2"
"601";"1";"488";"27";"0";"10"
"602";"1";"490";"27";"0";"9"
"603";"1";"493";"27";"0";"9"
"604";"1";"501";"27";"0";"7"
"605";"1";"502";"27";"0";"7"
"606";"1";"504";"27";"0";"10"
"607";"1";"506";"27";"0";"9"
"608";"1";"507";"27";"0";"11"
"609";"1";"509";"27";"0";"11"
"610";"1";"511";"27";"0";"9"
"611";"1";"513";"27";"0";"7"
"612";"1";"514";"27";"0";"7"
"613";"1";"515";"27";"0";"9"
"614";"1";"517";"27";"0";"9"
"615";"1";"518";"27";"0";"9"
"616";"1";"519";"27";"0";"9"
"617";"1";"528";"27";"0";"1"
"618";"1";"529";"27";"0";"5"
"619";"1";"530";"27";"0";"5"
"620";"1";"531";"27";"0";"1|2"
"621";"1";"533";"27";"0";
"622";"1";"485";"28";"0";"1"
"623";"1";"486";"28";"0";"2"
"624";"1";"488";"28";"0";"9"
"625";"1";"490";"28";"0";"9"
"626";"1";"493";"28";"0";"9"
"627";"1";"501";"28";"0";"9"
"628";"1";"502";"28";"0";"6"
"629";"1";"504";"28";"0";"11"
"630";"1";"506";"28";"0";"9"
"631";"1";"507";"28";"0";"10"
"632";"1";"509";"28";"0";"8"
"633";"1";"511";"28";"0";"9"
"634";"1";"513";"28";"0";"10"
"635";"1";"514";"28";"0";"10"
"636";"1";"515";"28";"0";"8"
"637";"1";"517";"28";"0";"9"
"638";"1";"518";"28";"0";"9"
"639";"1";"519";"28";"0";"9"
"640";"1";"528";"28";"0";"1|2|3"
"641";"1";"529";"28";"0";"2|3|4"
"642";"1";"530";"28";"0";"4|5"
"643";"1";"531";"28";"0";"1|2"
"644";"1";"533";"28";"0";
"645";"1";"485";"29";"0";"1"
"646";"1";"486";"29";"0";"2"
"647";"1";"488";"29";"0";"9"
"648";"1";"490";"29";"0";"9"
"649";"1";"493";"29";"0";"9"
"650";"1";"501";"29";"0";"11"
"651";"1";"502";"29";"0";"9"
"652";"1";"504";"29";"0";"11"
"653";"1";"506";"29";"0";"9"
"654";"1";"507";"29";"0";"8"
"655";"1";"509";"29";"0";"9"
"656";"1";"511";"29";"0";"7"
"657";"1";"513";"29";"0";"9"
"658";"1";"514";"29";"0";"10"
"659";"1";"515";"29";"0";"8"
"660";"1";"517";"29";"0";"7"
"661";"1";"518";"29";"0";"10"
"662";"1";"519";"29";"0";"11"
"663";"1";"528";"29";"0";"1"
"664";"1";"529";"29";"0";"1"
"665";"1";"530";"29";"0";"4"
"666";"1";"531";"29";"0";"1"
"667";"1";"533";"29";"0";
"668";"1";"485";"30";"0";"1"
"669";"1";"486";"30";"0";"2"
"670";"1";"488";"30";"0";"9"
"671";"1";"490";"30";"0";"8"
"672";"1";"493";"30";"0";"8"
"673";"1";"501";"30";"0";"6"
"674";"1";"502";"30";"0";"5"
"675";"1";"504";"30";"0";"10"
"676";"1";"506";"30";"0";"8"
"677";"1";"507";"30";"0";"11"
"678";"1";"509";"30";"0";"11"
"679";"1";"511";"30";"0";"5"
"680";"1";"513";"30";"0";"1"
"681";"1";"514";"30";"0";"1"
"682";"1";"515";"30";"0";"7"
"683";"1";"517";"30";"0";"3"
"684";"1";"518";"30";"0";"8"
"685";"1";"519";"30";"0";"8"
"686";"1";"528";"30";"0";"1"
"687";"1";"529";"30";"0";"2"
"688";"1";"530";"30";"0";"1"
"689";"1";"531";"30";"0";"1|2|3|4"
"690";"1";"533";"30";"0";"Los de secretaría que sean un poco más majos, la conserje que alegre un poco su cara, poner más mesas en el patio y que los profesores mejoren la forma de impartir las clases. "
"691";"1";"485";"31";"0";"1"
"692";"1";"486";"31";"0";"2"
"693";"1";"488";"31";"0";"11"
"694";"1";"490";"31";"0";"11"
"695";"1";"493";"31";"0";"11"
"696";"1";"501";"31";"0";"11"
"697";"1";"502";"31";"0";"11"
"698";"1";"504";"31";"0";"9"
"699";"1";"506";"31";"0";"11"
"700";"1";"507";"31";"0";"11"
"701";"1";"509";"31";"0";"11"
"702";"1";"511";"31";"0";"11"
"703";"1";"513";"31";"0";"11"
"704";"1";"514";"31";"0";"11"
"705";"1";"515";"31";"0";"11"
"706";"1";"517";"31";"0";"11"
"707";"1";"518";"31";"0";"11"
"708";"1";"519";"31";"0";"11"
"709";"1";"528";"31";"0";"1"
"710";"1";"529";"31";"0";"4"
"711";"1";"530";"31";"0";"2"
"712";"1";"531";"31";"0";"1"
"713";"1";"533";"31";"0";
"714";"1";"485";"32";"0";"1"
"715";"1";"486";"32";"0";"2"
"716";"1";"488";"32";"0";"11"
"717";"1";"490";"32";"0";"8"
"718";"1";"493";"32";"0";"9"
"719";"1";"501";"32";"0";"6"
"720";"1";"502";"32";"0";"11"
"721";"1";"504";"32";"0";"11"
"722";"1";"506";"32";"0";"11"
"723";"1";"507";"32";"0";"11"
